image label
/train/CHP_01_01.jpg 0
/train/CHP_03_01.jpg 0
/train/CHP_04_01.jpg 0
/train/CHP_04_02.jpg 0
/train/CHP_04_03.jpg 0
/train/CHP_04_04.jpg 0
/train/CHP_04_05.jpg 0
/train/CHP_05_01.jpg 0
/train/CHP_09_01.jpg 0
/train/CHP_10_01.jpg 0
/train/CHP_11_01.jpg 0
/train/CHP_12_01.jpg 0
/train/CHP_13_01.jpg 0
/train/CHP_16_01.jpg 0
/train/CHP_16_02.jpg 0
/train/CHP_17_01.jpg 0
/train/CHP_18_01.jpg 0
/train/CHP_20_01.jpg 0
/train/CHP_21_01.jpg 0
/train/CHP_22_01.jpg 0
/train/CHP_23_01.jpg 0
/train/CHP_26_01.jpg 0
/train/CHP_27_01.jpg 0
/train/CHP_28_01.jpg 0
/train/CHP_29_01.jpg 0
/train/CHP_30_01.jpg 0
/train/CHP_31_01.jpg 0
/train/CHP_33_01.jpg 0
/train/CHP_35_01.jpg 0
/train/CHP_37_01.jpg 0
/train/CHP_38_01.jpg 0
/train/CHP_39_01.jpg 0
/train/CHP_41_01.jpg 0
/train/CHP_42_01.jpg 0
/train/CHP_43_01.jpg 0
/train/CHP_44_01.jpg 0
/train/CHP_45_01.jpg 0
/train/CHP_46_01.jpg 0
/train/CHP_51_01.jpg 0
/train/CHP_51_02.jpg 0
/train/CHP_52_01.jpg 0
/train/CHP_52_02.jpg 0
/train/CHP_54_01.jpg 0
/train/CHP_54_02.jpg 0
/train/CHP_55_01.jpg 0
/train/CHP_56_01.jpg 0
/train/CHP_59_01.jpg 0
/train/CHP_60_01.jpg 0
/train/CHP_61_01.jpg 0
/train/CHP_62_01.jpg 0
/train/CWP_01_01.jpg 1
/train/CWP_01_02.jpg 1
/train/CWP_03_01.jpg 1
/train/CWP_04_01.jpg 1
/train/CWP_06_01.jpg 1
/train/CWP_07_01.jpg 1
/train/CWP_10_01.jpg 1
/train/CWP_11_01.jpg 1
/train/CWP_12_01.jpg 1
/train/CWP_13_01.jpg 1
/train/CWP_14_01.jpg 1
/train/CWP_15_01.jpg 1
/train/CWP_16_01.jpg 1
/train/CWP_17_01.jpg 1
/train/CWP_19_01.jpg 1
/train/CWP_20_01.jpg 1
/train/CWP_21_01.jpg 1
/train/CWP_24_01.jpg 1
/train/CWP_25_01.jpg 1
/train/CWP_26_01.jpg 1
/train/CWP_28_01.jpg 1
/train/CWP_28_02.jpg 1
/train/CWP_29_01.jpg 1
/train/CWP_29_02.jpg 1
/train/CWP_33_01.jpg 1
/train/CWP_33_02.jpg 1
/train/CWP_33_03.jpg 1
/train/CWP_33_04.jpg 1
/train/CWP_33_05.jpg 1
/train/CWP_33_06.jpg 1
/train/CWP_33_07.jpg 1
/train/CWP_34_01.jpg 1
/train/CWP_35_01.jpg 1
/train/CWP_36_01.jpg 1
/train/CWP_37_01.jpg 1
/train/CWP_37_02.jpg 1
/train/CWP_37_03.jpg 1
/train/CWP_37_04.jpg 1
/train/CWP_37_05.jpg 1
/train/CWP_37_06.jpg 1
/train/CWP_37_07.jpg 1
/train/CWP_37_08.jpg 1
/train/CWP_37_09.jpg 1
/train/CWP_38_01.jpg 1
/train/CWP_38_02.jpg 1
/train/CWP_39_01.jpg 1
/train/CWP_41_01.jpg 1
/train/CWP_41_02.jpg 1
/train/CWP_41_03.jpg 1
/train/HEALTHY_01_01.jpg 2
/train/HEALTHY_02_01.jpg 2
/train/HEALTHY_03_01.jpg 2
/train/HEALTHY_04_01.jpg 2
/train/HEALTHY_05_01.jpg 2
/train/HEALTHY_07_01.jpg 2
/train/HEALTHY_09_01.jpg 2
/train/HEALTHY_100_01.jpg 2
/train/HEALTHY_101_01.jpg 2
/train/HEALTHY_102_01.jpg 2
/train/HEALTHY_103_01.jpg 2
/train/HEALTHY_104_01.jpg 2
/train/HEALTHY_105_01.jpg 2
/train/HEALTHY_10_01.jpg 2
/train/HEALTHY_12_01.jpg 2
/train/HEALTHY_13_01.jpg 2
/train/HEALTHY_14_01.jpg 2
/train/HEALTHY_15_01.jpg 2
/train/HEALTHY_16_01.jpg 2
/train/HEALTHY_19_01.jpg 2
/train/HEALTHY_20_01.jpg 2
/train/HEALTHY_21_01.jpg 2
/train/HEALTHY_22_01.jpg 2
/train/HEALTHY_24_01.jpg 2
/train/HEALTHY_25_01.jpg 2
/train/HEALTHY_26_01.jpg 2
/train/HEALTHY_26_02.jpg 2
/train/HEALTHY_27_01.jpg 2
/train/HEALTHY_29_01.jpg 2
/train/HEALTHY_30_01.jpg 2
/train/HEALTHY_31_01.jpg 2
/train/HEALTHY_32_01.jpg 2
/train/HEALTHY_32_02.jpg 2
/train/HEALTHY_32_03.jpg 2
/train/HEALTHY_32_04.jpg 2
/train/HEALTHY_33_01.jpg 2
/train/HEALTHY_35_01.jpg 2
/train/HEALTHY_36_01.jpg 2
/train/HEALTHY_39_01.jpg 2
/train/HEALTHY_39_02.jpg 2
/train/HEALTHY_39_03.jpg 2
/train/HEALTHY_39_04.jpg 2
/train/HEALTHY_41_01.jpg 2
/train/HEALTHY_42_01.jpg 2
/train/HEALTHY_43_01.jpg 2
/train/HEALTHY_45_01.jpg 2
/train/HEALTHY_46_01.jpg 2
/train/HEALTHY_47_01.jpg 2
/train/HEALTHY_48_01.jpg 2
/train/HEALTHY_49_01.jpg 2
/train/HEALTHY_50_01.jpg 2
/train/HEALTHY_51_01.jpg 2
/train/HEALTHY_52_01.jpg 2
/train/HEALTHY_53_01.jpg 2
/train/HEALTHY_54_01.jpg 2
/train/HEALTHY_57_01.jpg 2
/train/HEALTHY_58_01.jpg 2
/train/HEALTHY_59_01.jpg 2
/train/HEALTHY_59_02.jpg 2
/train/HEALTHY_61_01.jpg 2
/train/HEALTHY_62_01.jpg 2
/train/HEALTHY_63_01.jpg 2
/train/HEALTHY_65_01.jpg 2
/train/HEALTHY_66_01.jpg 2
/train/HEALTHY_69_01.jpg 2
/train/HEALTHY_69_02.jpg 2
/train/HEALTHY_70_01.jpg 2
/train/HEALTHY_73_01.jpg 2
/train/HEALTHY_75_01.jpg 2
/train/HEALTHY_77_01.jpg 2
/train/HEALTHY_80_01.jpg 2
/train/HEALTHY_82_01.jpg 2
/train/HEALTHY_84_01.jpg 2
/train/HEALTHY_86_01.jpg 2
/train/HEALTHY_87_01.jpg 2
/train/HEALTHY_88_01.jpg 2
/train/HEALTHY_90_01.jpg 2
/train/HEALTHY_91_01.jpg 2
/train/HEALTHY_93_01.jpg 2
/train/HEALTHY_94_01.jpg 2
/train/HEALTHY_96_01.jpg 2
/train/HEALTHY_97_01.jpg 2
/train/HEALTHY_99_01.jpg 2
/train/HFMD_01_01.jpg 3
/train/HFMD_02_01.jpg 3
/train/HFMD_03_01.jpg 3
/train/HFMD_05_01.jpg 3
/train/HFMD_05_02.jpg 3
/train/HFMD_06_01.jpg 3
/train/HFMD_08_01.jpg 3
/train/HFMD_101_01.jpg 3
/train/HFMD_102_01.jpg 3
/train/HFMD_103_01.jpg 3
/train/HFMD_104_01.jpg 3
/train/HFMD_107_01.jpg 3
/train/HFMD_10_01.jpg 3
/train/HFMD_110_01.jpg 3
/train/HFMD_111_01.jpg 3
/train/HFMD_113_01.jpg 3
/train/HFMD_114_01.jpg 3
/train/HFMD_114_02.jpg 3
/train/HFMD_115_01.jpg 3
/train/HFMD_116_01.jpg 3
/train/HFMD_117_01.jpg 3
/train/HFMD_117_02.jpg 3
/train/HFMD_118_01.jpg 3
/train/HFMD_119_01.jpg 3
/train/HFMD_120_01.jpg 3
/train/HFMD_121_01.jpg 3
/train/HFMD_124_01.jpg 3
/train/HFMD_126_01.jpg 3
/train/HFMD_128_01.jpg 3
/train/HFMD_129_01.jpg 3
/train/HFMD_12_01.jpg 3
/train/HFMD_131_01.jpg 3
/train/HFMD_134_01.jpg 3
/train/HFMD_135_01.jpg 3
/train/HFMD_136_01.jpg 3
/train/HFMD_137_01.jpg 3
/train/HFMD_138_01.jpg 3
/train/HFMD_13_01.jpg 3
/train/HFMD_140_01.jpg 3
/train/HFMD_141_01.jpg 3
/train/HFMD_142_01.jpg 3
/train/HFMD_143_01.jpg 3
/train/HFMD_144_01.jpg 3
/train/HFMD_15_01.jpg 3
/train/HFMD_16_01.jpg 3
/train/HFMD_16_02.jpg 3
/train/HFMD_16_03.jpg 3
/train/HFMD_17_01.jpg 3
/train/HFMD_19_01.jpg 3
/train/HFMD_21_01.jpg 3
/train/HFMD_22_01.jpg 3
/train/HFMD_24_01.jpg 3
/train/HFMD_25_01.jpg 3
/train/HFMD_26_01.jpg 3
/train/HFMD_27_01.jpg 3
/train/HFMD_28_01.jpg 3
/train/HFMD_30_01.jpg 3
/train/HFMD_31_01.jpg 3
/train/HFMD_32_01.jpg 3
/train/HFMD_33_01.jpg 3
/train/HFMD_34_01.jpg 3
/train/HFMD_35_01.jpg 3
/train/HFMD_36_01.jpg 3
/train/HFMD_37_01.jpg 3
/train/HFMD_38_01.jpg 3
/train/HFMD_39_01.jpg 3
/train/HFMD_40_01.jpg 3
/train/HFMD_41_01.jpg 3
/train/HFMD_42_01.jpg 3
/train/HFMD_43_01.jpg 3
/train/HFMD_44_01.jpg 3
/train/HFMD_46_01.jpg 3
/train/HFMD_47_01.jpg 3
/train/HFMD_51_01.jpg 3
/train/HFMD_52_01.jpg 3
/train/HFMD_53_01.jpg 3
/train/HFMD_54_01.jpg 3
/train/HFMD_55_01.jpg 3
/train/HFMD_57_01.jpg 3
/train/HFMD_57_02.jpg 3
/train/HFMD_57_03.jpg 3
/train/HFMD_57_04.jpg 3
/train/HFMD_57_05.jpg 3
/train/HFMD_62_01.jpg 3
/train/HFMD_63_01.jpg 3
/train/HFMD_63_02.jpg 3
/train/HFMD_63_03.jpg 3
/train/HFMD_65_01.jpg 3
/train/HFMD_66_01.jpg 3
/train/HFMD_66_02.jpg 3
/train/HFMD_68_01.jpg 3
/train/HFMD_69_01.jpg 3
/train/HFMD_69_02.jpg 3
/train/HFMD_69_03.jpg 3
/train/HFMD_71_01.jpg 3
/train/HFMD_72_01.jpg 3
/train/HFMD_73_01.jpg 3
