image label
/valid/CHP_02_01.jpg 0
/valid/CHP_02_02.jpg 0
/valid/CHP_06_01.jpg 0
/valid/CHP_06_02.jpg 0
/valid/CHP_07_01.jpg 0
/valid/CHP_15_01.jpg 0
/valid/CHP_15_02.jpg 0
/valid/CHP_24_01.jpg 0
/valid/CHP_32_01.jpg 0
/valid/CHP_40_01.jpg 0
/valid/CHP_47_01.jpg 0
/valid/CHP_47_02.jpg 0
/valid/CHP_50_01.jpg 0
/valid/CHP_53_01.jpg 0
/valid/CHP_57_01.jpg 0
/valid/CHP_58_01.jpg 0
/valid/CWP_05_01.jpg 1
/valid/CWP_05_02.jpg 1
/valid/CWP_08_01.jpg 1
/valid/CWP_18_01.jpg 1
/valid/CWP_22_01.jpg 1
/valid/CWP_22_02.jpg 1
/valid/CWP_23_01.jpg 1
/valid/CWP_27_01.jpg 1
/valid/CWP_31_01.jpg 1
/valid/CWP_32_01.jpg 1
/valid/HEALTHY_06_01.jpg 2
/valid/HEALTHY_08_01.jpg 2
/valid/HEALTHY_23_01.jpg 2
/valid/HEALTHY_28_01.jpg 2
/valid/HEALTHY_28_02.jpg 2
/valid/HEALTHY_34_01.jpg 2
/valid/HEALTHY_38_01.jpg 2
/valid/HEALTHY_40_01.jpg 2
/valid/HEALTHY_44_01.jpg 2
/valid/HEALTHY_56_01.jpg 2
/valid/HEALTHY_60_01.jpg 2
/valid/HEALTHY_64_01.jpg 2
/valid/HEALTHY_72_01.jpg 2
/valid/HEALTHY_74_01.jpg 2
/valid/HEALTHY_76_01.jpg 2
/valid/HEALTHY_78_01.jpg 2
/valid/HEALTHY_81_01.jpg 2
/valid/HEALTHY_85_01.jpg 2
/valid/HEALTHY_89_01.jpg 2
/valid/HEALTHY_92_01.jpg 2
/valid/HEALTHY_92_02.jpg 2
/valid/HEALTHY_95_01.jpg 2
/valid/HFMD_04_01.jpg 3
/valid/HFMD_07_01.jpg 3
/valid/HFMD_105_01.jpg 3
/valid/HFMD_106_01.jpg 3
/valid/HFMD_108_01.jpg 3
/valid/HFMD_112_01.jpg 3
/valid/HFMD_11_01.jpg 3
/valid/HFMD_122_01.jpg 3
/valid/HFMD_123_01.jpg 3
/valid/HFMD_127_01.jpg 3
/valid/HFMD_133_01.jpg 3
/valid/HFMD_14_01.jpg 3
/valid/HFMD_20_01.jpg 3
/valid/HFMD_20_02.jpg 3
/valid/HFMD_48_01.jpg 3
/valid/HFMD_50_01.jpg 3
/valid/HFMD_56_01.jpg 3
/valid/HFMD_59_01.jpg 3
/valid/HFMD_64_01.jpg 3
/valid/HFMD_67_01.jpg 3
/valid/HFMD_70_01.jpg 3
/valid/HFMD_74_01.jpg 3
/valid/HFMD_74_02.jpg 3
/valid/HFMD_75_01.jpg 3
/valid/HFMD_76_01.jpg 3
/valid/HFMD_77_01.jpg 3
/valid/HFMD_80_01.jpg 3
/valid/HFMD_91_01.jpg 3
/valid/HFMD_95_01.jpg 3
/valid/MKP_06_01.jpg 4
/valid/MKP_06_02.jpg 4
/valid/MKP_08_01.jpg 4
/valid/MKP_104_01.jpg 4
/valid/MKP_105_01.jpg 4
/valid/MKP_105_02.jpg 4
/valid/MKP_109_01.jpg 4
/valid/MKP_110_01.jpg 4
/valid/MKP_119_01.jpg 4
/valid/MKP_119_02.jpg 4
/valid/MKP_123_01.jpg 4
/valid/MKP_142_01.jpg 4
/valid/MKP_142_02.jpg 4
/valid/MKP_142_03.jpg 4
/valid/MKP_142_04.jpg 4
/valid/MKP_142_05.jpg 4
/valid/MKP_142_06.jpg 4
/valid/MKP_142_07.jpg 4
/valid/MKP_142_08.jpg 4
/valid/MKP_20_01.jpg 4
/valid/MKP_20_02.jpg 4
/valid/MKP_23_01.jpg 4
/valid/MKP_25_01.jpg 4
/valid/MKP_25_02.jpg 4
/valid/MKP_31_01.jpg 4
/valid/MKP_31_02.jpg 4
/valid/MKP_33_01.jpg 4
/valid/MKP_33_02.jpg 4
/valid/MKP_34_01.jpg 4
/valid/MKP_34_02.jpg 4
/valid/MKP_34_03.jpg 4
/valid/MKP_39_01.jpg 4
/valid/MKP_39_02.jpg 4
/valid/MKP_40_01.jpg 4
/valid/MKP_40_02.jpg 4
/valid/MKP_40_03.jpg 4
/valid/MKP_45_01.jpg 4
/valid/MKP_59_01.jpg 4
/valid/MKP_70_01.jpg 4
/valid/MKP_74_01.jpg 4
/valid/MKP_74_02.jpg 4
/valid/MKP_74_03.jpg 4
/valid/MKP_81_01.jpg 4
/valid/MKP_81_02.jpg 4
/valid/MKP_82_01.jpg 4
/valid/MKP_82_02.jpg 4
/valid/MKP_88_01.jpg 4
/valid/MKP_88_02.jpg 4
/valid/MKP_88_03.jpg 4
/valid/MKP_91_01.jpg 4
/valid/MKP_93_01.jpg 4
/valid/MKP_93_02.jpg 4
/valid/MKP_93_03.jpg 4
/valid/MKP_93_04.jpg 4
/valid/MKP_98_01.jpg 4
/valid/MSL_04_01.jpg 5
/valid/MSL_07_01.jpg 5
/valid/MSL_08_01.jpg 5
/valid/MSL_08_02.jpg 5
/valid/MSL_08_03.jpg 5
/valid/MSL_12_01.jpg 5
/valid/MSL_14_01.jpg 5
/valid/MSL_25_01.jpg 5
/valid/MSL_32_01.jpg 5
/valid/MSL_37_01.jpg 5
/valid/MSL_41_01.jpg 5
/valid/MSL_41_02.jpg 5
